symbol,prevprice,currprice,diffP
GEN.BR,12.5,12.5,0.0
ALSIM.PA,0.28,0.28,0.0
AUGR.PA,4.6,4.6,0.0
MLAZL.PA,0.63,0.63,0.0
MLAAT.PA,0.2,0.2,0.0
BCRA.PA,198.0,198.0,0.0
BBV.BR,3.077,3.077,0.0
MLBAT.PA,0.49,0.49,0.0
BEAB.BR,9.65,9.65,0.0
BELR.BR,105.0,105.0,0.0
BELU.BR,3.0,3.0,0.0
ALDBL.PA,2.82,2.82,0.0
BEVER.AS,3.1,3.1,0.0
BUP.PA,0.288,0.288,0.0
BLEE.PA,152.0,152.0,0.0
BLUE.PA,16.9,16.9,0.0
MLBSP.PA,5.9,5.9,0.0
MLONE.PA,0.218,0.218,0.0
BOEI.BR,217.95,217.95,0.0
GBB.PA,3.675,3.675,0.0
ALBOU.PA,39.0,39.0,0.0
BSD.PA,1.52,1.52,0.0
BCAM.PA,128.5,128.5,0.0
BRILL.AS,18.6,18.6,0.0
BND.PA,7.85,7.85,0.0
MLAAE.PA,11.0,11.0,0.0
CBDG.PA,4900.0,4900.0,0.0
CAMB.BR,24.0,24.0,0.0
CAND.BR,3.06,3.06,0.0
CARM.PA,11.72,11.72,0.0
CARP.PA,38.0,38.0,0.0
CATR.PA,106.5,106.5,0.0
MLCEC.PA,0.565,0.565,0.0
CLNV.PA,0.128,0.128,0.0
CENER.BR,1.05,1.05,0.0
MLCFM.PA,900.0,900.0,0.0
MLCFD.PA,600.0,600.0,0.0
MLCVG.PA,2720.0,2720.0,0.0
CHSR.PA,4.1,4.1,0.0
MLCHE.PA,33.0,33.0,0.0
CHTEX.BR,90.0,90.0,0.0
COMB.BR,325.0,325.0,0.0
MLCIO.PA,0.95,0.95,0.0
COBH.BR,3000.0,3000.0,0.0
ALCOF.PA,260.0,260.0,0.0
MLCLP.PA,3.02,3.02,0.0
MLMFI.PA,15.0,15.0,0.0
CDU.LS,29.6,29.6,0.0
MLCNT.PA,54.0,54.0,0.0
CPA.LS,8.6,8.6,0.0
MLCOR.PA,9.0,9.0,0.0
MLCOU.PA,1.45,1.45,0.0
COUR.PA,108.0,108.0,0.0
CRLO.PA,89.0,89.0,0.0
CNF.PA,22.5,22.5,0.0
CCN.PA,128.0,128.0,0.0
CRTO.PA,117.0,117.0,0.0
CROS.PA,4.92,4.92,0.0
MLCTA.PA,19.5,19.5,0.0
CTT.LS,2.15,2.15,0.0
MLGEL.PA,6.35,6.35,0.0
ALDAR.PA,11.6,11.6,0.0
MLDTB.PA,1.88,1.88,0.0
ALDEV.PA,59.5,59.5,0.0
DIEG.BR,124.0,124.0,0.0
DIG.PA,1.01,1.01,0.0
DSC1.AS,20.8,20.8,0.0
MLDYN.PA,2.5,2.5,0.0
MLDYX.PA,3.24,3.24,0.0
MLEAS.PA,0.715,0.715,0.0
MLEDR.PA,134.0,134.0,0.0
ECASA.PA,24.4,24.4,0.0
ALEAC.PA,4.4,4.4,0.0
MLEDS.PA,0.3,0.3,0.0
MLEES.PA,0.145,0.145,0.0
EEM.PA,3.28,3.28,0.0
ELI.BR,105.0,105.0,0.0
ALEMK.BR,12.0,12.0,0.0
ALDUB.PA,3.6,3.6,0.0
ALENR.PA,9.9,9.9,0.0
ENVI.AS,8.25,8.25,0.0
ES.PA,17.1,17.1,0.0
ESON.LS,7.2,7.2,0.0
EFI.PA,0.258,0.258,0.0
ALEUA.PA,7.2,7.2,0.0
ALECR.PA,6100.0,6100.0,0.0
ALPBS.BR,0.13,0.13,0.0
ALEVA.BR,0.03,0.03,0.0
MLEVE.PA,0.11,0.11,0.0
EXAC.PA,104.0,104.0,0.0
EPCP.PA,720.0,720.0,0.0
EXPL.PA,680.0,680.0,0.0
MLFMV.LS,5.0,5.0,0.0
FAUV.PA,31.4,31.4,0.0
FAYE.PA,30.0,30.0,0.0
MLFDV.PA,1.43,1.43,0.0
FCMC.PA,1130.0,1130.0,0.0
SACI.PA,27.6,27.6,0.0
ORIA.PA,167.0,167.0,0.0
ALFIL.PA,7.65,7.65,0.0
EBPF.PA,105.0,105.0,0.0
FOAF.PA,8.0,8.0,0.0
FINM.PA,0.226,0.226,0.0
FNTS.PA,26.0,26.0,0.0
MLFIR.PA,19.9,19.9,0.0
FLE.PA,21.8,21.8,0.0
FLEXD.LS,4.82,4.82,0.0
FLEX.BR,1.99,1.99,0.0
FLOB.BR,211.0,211.0,0.0
FPN.PA,0.027,0.027,0.0
LEBL.PA,0.625,0.625,0.0
FATL.PA,155.0,155.0,0.0
EURS.PA,10.0,10.0,0.0
INEA.PA,39.0,39.0,0.0
MLVIN.PA,2.28,2.28,0.0
SPEL.PA,6.7,6.7,0.0
FORE.PA,680.0,680.0,0.0
FREY.PA,30.0,30.0,0.0
FCP.LS,0.8,0.8,0.0
MLGAI.PA,73.0,73.0,0.0
MLGAL.PA,0.2,0.2,0.0
GALIM.PA,18.4,18.4,0.0
GENK.BR,43.0,43.0,0.0
MLGEQ.PA,0.069,0.069,0.0
GLOG.BR,2.54,2.54,0.0
ALPAR.PA,2.65,2.65,0.0
MLCMG.PA,5.95,5.95,0.0
MLGES.PA,5.95,5.95,0.0
MLGRC.PA,17.0,17.0,0.0
IRD.PA,19.93,19.93,0.0
GJAJ.PA,1.07,1.07,0.0
ALGTR.PA,4.32,4.32,0.0
ALIMO.PA,0.091,0.091,0.0
GROWN.BR,2.1,2.1,0.0
MLGDI.PA,1.64,1.64,0.0
ALHVS.PA,90.0,90.0,0.0
MLAHC.PA,1.57,1.57,0.0
HEIO.AS,71.1,71.1,0.0
MLHBB.PA,17.0,17.0,0.0
MLHCF.PA,15.0,15.0,0.0
MLHPE.PA,2.88,2.88,0.0
MLHMC.PA,3880.0,3880.0,0.0
MLHOT.PA,35.4,35.4,0.0
HDP.PA,3.16,3.16,0.0
MLHIN.PA,276.0,276.0,0.0
MLHYD.PA,442.0,442.0,0.0
MLHYE.PA,53.5,53.5,0.0
ALI2S.PA,4.0,4.0,0.0
IBMA.BR,120.0,120.0,0.0
MLIDS.PA,0.63,0.63,0.0
IEP.BR,8.35,8.35,0.0
IEX.AS,2.4,2.4,0.0
IFF.PA,124.0,124.0,0.0
MLIML.PA,0.2,0.2,0.0
MLIPP.PA,51.5,51.5,0.0
GPA.LS,0.15,0.15,0.0
MLIMP.PA,9.9,9.9,0.0
INA.LS,0.034,0.034,0.0
MLIFC.PA,1.29,1.29,0.0
STAL.PA,278.0,278.0,0.0
INCO.BR,61.0,61.0,0.0
ITXT.PA,2.5,2.5,0.0
ALINV.PA,5.3,5.3,0.0
MLIOC.PA,0.22,0.22,0.0
MLITN.PA,8.2,8.2,0.0
ITS.PA,6.62,6.62,0.0
ALKLK.PA,4.36,4.36,0.0
MLKRI.PA,1.38,1.38,0.0
MLVAP.PA,3.5,3.5,0.0
LFVE.PA,84.0,84.0,0.0
LPE.PA,77.0,77.0,0.0
LVIDE.AS,0.198,0.198,0.0
ALTAN.PA,3.08,3.08,0.0
LNC.PA,47.2,47.2,0.0
LIG.LS,0.0095,0.0095,0.0
LIT.LS,0.0705,0.0705,0.0
ALLLN.PA,1.74,1.74,0.0
MLCAC.PA,12.8,12.8,0.0
ALUCI.PA,0.64,0.64,0.0
LUXA.BR,6.22,6.22,0.0
MLV4S.PA,5.0,5.0,0.0
MRM.PA,1.02,1.02,0.0
ALMII.PA,4.36,4.36,0.0
MLMAD.PA,5.3,5.3,0.0
MLMAB.PA,110.0,110.0,0.0
MLCLI.PA,2.06,2.06,0.0
MLMAI.PA,0.76,0.76,0.0
ALMAK.PA,0.53,0.53,0.0
MALT.PA,605.0,605.0,0.0
ALMEC.PA,1.8,1.8,0.0
MCP.LS,2.24,2.24,0.0
MLLAB.PA,1.9,1.9,0.0
ALKER.PA,10.5,10.5,0.0
MRK.PA,73.2,73.2,0.0
MLETA.PA,16.5,16.5,0.0
ALMET.PA,5.25,5.25,0.0
MLMIB.PA,4.48,4.48,0.0
ALMGI.PA,2.86,2.86,0.0
MUN.PA,1.01,1.01,0.0
MLNMA.PA,2.88,2.88,0.0
MONC.PA,4460.0,4460.0,0.0
MLMON.PA,0.398,0.398,0.0
MOP.BR,290.0,290.0,0.0
MOPF.BR,7800.0,7800.0,0.0
MORE.AS,0.28,0.28,0.0
MOUR.BR,157.0,157.0,0.0
MRB.PA,2.21,2.21,0.0
MLMUL.PA,0.0525,0.0525,0.0
MLMMC.PA,0.27,0.27,0.0
ALMBG.PA,4.16,4.16,0.0
MLNAT.PA,10.5,10.5,0.0
MLNEO.PA,3.06,3.06,0.0
ALNEV.PA,0.058,0.058,0.0
NRP.AS,4.14,4.14,0.0
NEU.BR,12.6,12.6,0.0
NRO.PA,19.5,19.5,0.0
NEWAY.AS,6.4,6.4,0.0
MLNEI.PA,0.95,0.95,0.0
NEWT.BR,1.45,1.45,0.0
NEXTS.PA,88.5,88.5,0.0
MLNOV.PA,6.5,6.5,0.0
NR21.PA,0.6,0.6,0.0
ALNSC.PA,57.0,57.0,0.0
ALNSE.PA,9.2,9.2,0.0
NYR.BR,0.126,0.126,0.0
MLOEX.PA,3.1,3.1,0.0
MLONL.PA,1.18,1.18,0.0
KAZI.PA,0.1785,0.1785,0.0
ALOSM.PA,7.7,7.7,0.0
ALOXA.PA,0.598,0.598,0.0
MLPAC.PA,4.5,4.5,0.0
PAR.PA,63.5,63.5,0.0
MLPFX.PA,13.5,13.5,0.0
MLHOP.PA,6.15,6.15,0.0
MLPRX.PA,2.0,2.0,0.0
PAY.BR,5.25,5.25,0.0
PCA.PA,8.85,8.85,0.0
PEP.BR,105.0,105.0,0.0
PERR.PA,52.0,52.0,0.0
MLPHW.PA,0.86,0.86,0.0
MLPHO.PA,2.7,2.7,0.0
PIX.PA,1.074,1.074,0.0
MLPLC.PA,414.0,414.0,0.0
PORF.AS,9.0,9.0,0.0
ALPJT.PA,21.4,21.4,0.0
ALPCI.PA,4.0,4.0,0.0
PROAC.PA,0.0915,0.0915,0.0
MLPRI.PA,15.8,15.8,0.0
MLPRO.PA,3.0,3.0,0.0
ML350.PA,0.25,0.25,0.0
REAL.BR,26.2,26.2,0.0
REI.BR,0.33,0.33,0.0
REINA.AS,13.42,13.42,0.0
CBE.PA,650.0,650.0,0.0
ENGB.BR,78.0,78.0,0.0
MLROU.PA,20.0,20.0,0.0
SCB.LS,1.52,1.52,0.0
SAB.BR,31.0,31.0,0.0
ALMER.PA,11.2,11.2,0.0
MLSDN.PA,14.1,14.1,0.0
MLSBT.PA,5.2,5.2,0.0
MLCMI.PA,4.04,4.04,0.0
SCHD.BR,510.0,510.0,0.0
MLSEC.PA,32.2,32.2,0.0
ALSEI.PA,0.535,0.535,0.0
SLCO.PA,0.29,0.29,0.0
ALSIP.PA,6.6,6.6,0.0
MLSIL.PA,0.19,0.19,0.0
MLARI.PA,0.925,0.925,0.0
MLMAT.PA,2.2,2.2,0.0
MLSIM.PA,0.454,0.454,0.0
SMAR.BR,16.7,16.7,0.0
SOA.PA,15.9,15.9,0.0
SOFR.PA,1480.0,1480.0,0.0
SONI.LS,0.62,0.62,0.0
SNG.LS,3.04,3.04,0.0
SPA.BR,184.0,184.0,0.0
MLSRP.PA,7.6,7.6,0.0
SPI.PA,4.9,4.9,0.0
SCP.LS,0.68,0.68,0.0
STNT.PA,0.46,0.46,0.0
ALSAS.PA,5.7,5.7,0.0
ALSTW.PA,11.6,11.6,0.0
MLSTR.PA,10.2,10.2,0.0
SUCR.BR,1.97,1.97,0.0
TAYN.PA,1.14,1.14,0.0
MLTEA.PA,288.0,288.0,0.0
TVRB.PA,44.4,44.4,0.0
MLVST.PA,5.75,5.75,0.0
TISN.BR,0.008,0.008,0.0
MLTBM.PA,3.9,3.9,0.0
TOU.PA,0.64,0.64,0.0
MLABO.PA,1.1,1.1,0.0
SCT.LS,2.76,2.76,0.0
MLTRA.PA,2240.0,2240.0,0.0
ALTRA.PA,1.7,1.7,0.0
MLTRO.PA,3.98,3.98,0.0
MLTRC.PA,8.6,8.6,0.0
ALTTI.PA,4.0,4.0,0.0
UNI.BR,3.98,3.98,0.0
ALUCR.PA,12.2,12.2,0.0
PNSB.BR,1.0,1.0,0.0
MLUTP.PA,9.0,9.0,0.0
MLUMH.PA,25.8,25.8,0.0
UNBL.PA,565.0,565.0,0.0
FPG.PA,0.396,0.396,0.0
ALUNT.PA,1.56,1.56,0.0
ALUPG.PA,4.9,4.9,0.0
VAF.LS,1.0,1.0,0.0
PREVA.AS,27.6,27.6,0.0
ALVEL.PA,7.06,7.06,0.0
VRNL.PA,1.68,1.68,0.0
MLVER.PA,11.9,11.9,0.0
SDT.PA,2.34,2.34,0.0
KVW.AS,21.7,21.7,0.0
ALWEC.PA,11.0,11.0,0.0
ALWEB.PA,5.6,5.6,0.0
MLWEY.PA,4.22,4.22,0.0
MLWRC.PA,3.0,3.0,0.0
WOLE.BR,38.9,38.9,0.0
WOLS.BR,38.005,38.005,0.0
YATRA.AS,4.0,4.0,0.0
MAGIS.PA,0.798,0.798,0.0
ZENT.BR,14.2,14.2,0.0
ZEN.BR,170.0,170.0,0.0
FAP.TO,2.68,2.68,0.0
AAB.TO,0.03,0.03,0.0
ASP.TO,0.05,0.05,0.0
DRX.TO,0.92,0.92,0.0
AJX.TO,0.2,0.2,0.0
ALB.TO,16.81,16.81,0.0
AQA.TO,0.13,0.13,0.0
AYM.TO,2.0,2.0,0.0
AVP.TO,0.04,0.04,0.0
BEK-B.TO,11.4,11.4,0.0
BNG.TO,0.03,0.03,0.0
BR.TO,4.0,4.0,0.0
BUA-UN.TO,5.25,5.25,0.0
ZID.TO,21.65,21.65,0.0
ZSU.TO,14.59,14.59,0.0
BSC.TO,12.68,12.68,0.0
BYD-UN.TO,202.0,202.0,0.0
BOY.TO,0.3,0.3,0.0
HBL-UN.TO,9.86,9.86,0.0
BSD-UN.TO,0.5,0.5,0.0
BUI.TO,2.65,2.65,0.0
CWL.TO,0.75,0.75,0.0
CBL.TO,0.74,0.74,0.0
GAS.TO,4.05,4.05,0.0
PFT-UN.TO,4.3,4.3,0.0
CCM.TO,0.06,0.06,0.0
DNT.TO,0.06,0.06,0.0
CJ.TO,0.57,0.57,0.0
CNT.TO,0.055,0.055,0.0
CRP.TO,3.33,3.33,0.0
CXN.TO,0.185,0.185,0.0
CKE.TO,0.07,0.07,0.0
MBA.TO,0.5,0.5,0.0
CTF-UN.TO,2.8,2.8,0.0
CVG.TO,46.5,46.5,0.0
CSM.TO,0.03,0.03,0.0
CNU.TO,157.05,157.05,0.0
CPI.TO,0.47,0.47,0.0
CNL.TO,5.49,5.49,0.0
CDD-UN.TO,4.86,4.86,0.0
COP.TO,0.05,0.05,0.0
CDH.TO,1.38,1.38,0.0
BCB.TO,19.52,19.52,0.0
CCZ.TO,0.08,0.08,0.0
KWH-UN.TO,8.8,8.8,0.0
CWI.TO,0.12,0.12,0.0
CXI.TO,13.6,13.6,0.0
DEE.TO,0.35,0.35,0.0
DGC.TO,23.1,23.1,0.0
DRG-UN.TO,16.79,16.79,0.0
DXI.TO,0.015,0.015,0.0
ELR.TO,0.225,0.225,0.0
EFH.TO,5.76,5.76,0.0
ECA.TO,4.96,4.96,0.0
EPS.TO,5.46,5.46,0.0
ERD.TO,0.215,0.215,0.0
BXF.TO,10.53,10.53,0.0
MXF.TO,12.06,12.06,0.0
FDL.TO,19.78,19.78,0.0
CED.TO,22.21,22.21,0.0
CSY.TO,16.51,16.51,0.0
CES.TO,24.5,24.5,0.0
FSF.TO,13.58,13.58,0.0
FLB.TO,22.19,22.19,0.0
ZXM.TO,27.86,27.86,0.0
UXM.TO,12.85,12.85,0.0
YXM.TO,12.37,12.37,0.0
RWU.TO,16.09,16.09,0.0
FGB.TO,19.47,19.47,0.0
FUT.TO,24.79,24.79,0.0
FCR.TO,20.86,20.86,0.0
FDE.TO,10.5,10.5,0.0
EUR.TO,16.6,16.6,0.0
FHD.TO,20.36,20.36,0.0
FHC.TO,24.31,24.31,0.0
FHE.TO,5.9,5.9,0.0
FHG.TO,24.02,24.02,0.0
FHU.TO,25.31,25.31,0.0
ETP.TO,16.92,16.92,0.0
FTB.TO,15.81,15.81,0.0
FAR.TO,0.28,0.28,0.0
FT.TO,0.05,0.05,0.0
GMO.TO,0.27,0.27,0.0
GDC.TO,1.13,1.13,0.0
GEO.TO,1.35,1.35,0.0
GVC.TO,0.365,0.365,0.0
GMX.TO,0.325,0.325,0.0
GGA.TO,0.025,0.025,0.0
GXO.TO,0.94,0.94,0.0
GCT.TO,0.15,0.15,0.0
HE.TO,0.015,0.015,0.0
HRT.TO,0.11,0.11,0.0
HLC.TO,8.15,8.15,0.0
HAD.TO,10.69,10.69,0.0
HMP.TO,10.14,10.14,0.0
HAJ.TO,10.5,10.5,0.0
HSL.TO,9.09,9.09,0.0
HAF.TO,7.15,7.15,0.0
HUF.TO,13.65,13.65,0.0
CAN.TO,8.67,8.67,0.0
HII.TO,9.0,9.0,0.0
HEE.TO,4.13,4.13,0.0
HRA.TO,10.06,10.06,0.0
HGM.TO,9.69,9.69,0.0
HNY.TO,9.41,9.41,0.0
HEW.TO,10.05,10.05,0.0
HTB.TO,68.28,68.28,0.0
HBC.TO,10.99,10.99,0.0
INQ.TO,0.78,0.78,0.0
IMP.TO,0.185,0.185,0.0
ITC.TO,1.75,1.75,0.0
CBO.TO,18.63,18.63,0.0
XCV.TO,21.46,21.46,0.0
XSH.TO,19.33,19.33,0.0
XMS.TO,26.06,26.06,0.0
XFR.TO,20.0,20.0,0.0
XEB.TO,18.21,18.21,0.0
XIG.TO,24.62,24.62,0.0
CBT-UN.TO,9.1,9.1,0.0
KAT.TO,0.155,0.155,0.0
LUC.TO,0.52,0.52,0.0
LYD.TO,0.075,0.075,0.0
XMF-A.TO,0.16,0.16,0.0
MKZ-UN.TO,0.85,0.85,0.0
MUS.TO,28.52,28.52,0.0
MLD-UN.TO,6.91,6.91,0.0
NMX.TO,0.165,0.165,0.0
NML.TO,0.05,0.05,0.0
NXJ.TO,0.45,0.45,0.0
NCF.TO,0.055,0.055,0.0
NDM.TO,0.8,0.8,0.0
SFD.TO,0.445,0.445,0.0
OCS-UN.TO,5.34,5.34,0.0
OMI.TO,0.03,0.03,0.0
OXC.TO,0.1,0.1,0.0
PCD-UN.TO,6.77,6.77,0.0
PGF.TO,0.055,0.055,0.0
PMT.TO,0.06,0.06,0.0
PGLC.TO,1.68,1.68,0.0
PNE.TO,0.14,0.14,0.0
PAY.TO,0.12,0.12,0.0
PNC-B.TO,1.35,1.35,0.0
PWF.TO,36.31,36.31,0.0
PSB.TO,18.0,18.0,0.0
PXG.TO,20.68,20.68,0.0
PPR.TO,0.02,0.02,0.0
PIC-A.TO,4.05,4.05,0.0
PDV.TO,4.65,4.65,0.0
PCY.TO,0.1,0.1,0.0
PBI.TO,29.06,29.06,0.0
BNC.TO,17.0,17.0,0.0
PRP.TO,19.47,19.47,0.0
PRA.TO,15.43,15.43,0.0
PHR.TO,18.07,18.07,0.0
PEU.TO,27.3,27.3,0.0
PSA.TO,50.0,50.0,0.0
PHW.TO,16.55,16.55,0.0
PIN.TO,16.97,16.97,0.0
PUD.TO,19.23,19.23,0.0
RAV-UN.TO,14.75,14.75,0.0
RIE.TO,19.7,19.7,0.0
RLE.TO,23.25,23.25,0.0
RQG.TO,18.48,18.48,0.0
RQH.TO,19.71,19.71,0.0
RQJ.TO,19.62,19.62,0.0
RDL.TO,0.58,0.58,0.0
RIB-UN.TO,16.25,16.25,0.0
RNX.TO,0.42,0.42,0.0
RTG.TO,0.045,0.045,0.0
SEC.TO,110.0,110.0,0.0
S.TO,0.12,0.12,0.0
SBR.TO,0.11,0.11,0.0
SLR.TO,0.38,0.38,0.0
SGQ.TO,0.065,0.065,0.0
SEV.TO,0.03,0.03,0.0
EDT.TO,0.67,0.67,0.0
SHC.TO,12.1,12.1,0.0
SHE.TO,10.3,10.3,0.0
SAU.TO,0.015,0.015,0.0
SAM.TO,0.09,0.09,0.0
SDY.TO,2.38,2.38,0.0
SQP.TO,3.14,3.14,0.0
SMC.TO,0.04,0.04,0.0
SXI.TO,0.18,0.18,0.0
TAO.TO,0.11,0.11,0.0
THU.TO,20.6,20.6,0.0
TPH.TO,2.095,2.095,0.0
TGO.TO,5.85,5.85,0.0
TEI.TO,0.01,0.01,0.0
TZS.TO,1.83,1.83,0.0
USF-UN.TO,5.5,5.5,0.0
UWE.TO,0.055,0.055,0.0
UNC.TO,91.5,91.5,0.0
URE.TO,0.85,0.85,0.0
WRN.TO,0.91,0.91,0.0
WCM-A.TO,4.35,4.35,0.0
EHE.TO,20.66,20.66,0.0
IQD.TO,23.88,23.88,0.0
HID.TO,21.88,21.88,0.0
DSMLX,43.66,43.66,0.0
ADCCX,19.81,19.81,0.0
MIGPX,18.23,18.23,0.0
ORECX,20.09,20.09,0.0
ORENX,20.66,20.66,0.0
CDOCX,38.35,38.35,0.0
SSPSX,8.4,8.4,0.0
EAFGX,22.38,22.38,0.0
LSGRX,18.2,18.2,0.0
SSPGX,8.65,8.65,0.0
LGRRX,16.96,16.96,0.0
SCGVX,26.36,26.36,0.0
TLIIX,14.48,14.48,0.0
SCMGX,26.81,26.81,0.0
WIGTX,16.05,16.05,0.0
ACDHX,16.3,16.3,0.0
JIBFX,17.42,17.42,0.0
FIOTX,58.72,58.72,0.0
GMODX,24.98,24.98,0.0
FRNCX,58.17,58.17,0.0
TSSCX,14.71,14.71,0.0
BTTTX,108.25,108.25,0.0
ACTEX,102.66,102.66,0.0
PTIAX,22.06,22.06,0.0
JHNBX,16.19,16.19,0.0
FCRSX,53.03,53.03,0.0
SSIZX,20.71,20.71,0.0
PTIMX,24.28,24.28,0.0
PTRMX,24.3,24.3,0.0
SMMOX,15.24,15.24,0.0
SHMMX,15.29,15.29,0.0
SMMCX,15.3,15.3,0.0
NHMCX,15.68,15.68,0.0
NHMAX,15.69,15.69,0.0
NHMRX,15.69,15.69,0.0
NHMFX,15.7,15.7,0.0
FTRVX,51.57,51.57,0.0
AOIL,21.78,21.78,0.0
IHYD,25.095,25.095,0.0
IHYV,24.835,24.835,0.0
GLEO,9.89,9.89,0.0
JAGG,27.76,27.76,0.0
IMFC,24.88,24.88,0.0
IMFP,24.965,24.965,0.0
EIC,9.7,9.7,0.0
FJNK,25.0381,25.0381,0.0
JIH,9.74,9.74,0.0
IEMD,25.04,25.04,0.0
IEMV,25.025,25.025,0.0
SCOM,24.8841,24.8841,0.0
SFTW,9.89,9.89,0.0
LEND,12.7767,12.7767,0.0
RIDV,23.69,23.69,0.0
REDV,22.98,22.98,0.0
PACA,15.7481,15.7481,0.0
SBE,9.78,9.78,0.0
UCOM,25.221,25.221,0.0
AVDR,22.99,22.99,0.0
MDRRP,17.99,17.99,0.0
ADXN,7.77,7.77,0.0
AMHCW,0.5,0.5,0.0
AACG,0.72,0.72,0.0
ORSNW,0.05,0.05,0.0
NPA,9.88,9.88,0.0
AMHC,9.7,9.7,0.0
SAQNU,10.05,10.05,0.0
DFNSU,0.0,10.54,0
FLLCW,0.055,0.055,0.0
EXPCW,0.5,0.5,0.0
WKEY,4.6,4.6,0.0
FSRVU,10.34,10.34,0.0
HCCOW,0.8,0.8,0.0
LATN,9.85,9.85,0.0
FSRVW,0.8,0.8,0.0
GRNVU,10.1,10.1,0.0
CHPM,9.77,9.77,0.0
PTAC,9.76,9.76,0.0
MCMJW,0.55,0.55,0.0
CIICW,0.5,0.5,0.0
GRNVW,0.11,0.11,0.0
SRACW,0.7,0.7,0.0
GNSS,3.87,3.87,0.0
LIVKU,9.99,9.99,0.0
LIVKW,0.1252,0.1252,0.0
JAN,2.64,2.64,0.0
GRNV,9.9,9.9,0.0
NPAUU,10.45,10.45,0.0
LATNW,0.1153,0.1153,0.0
FLLC,9.95,9.95,0.0
CHPMW,0.6,0.6,0.0
LIVK,9.66,9.66,0.0
FLLCR,0.1451,0.1451,0.0
EXPCU,10.0,10.0,0.0
MCMJ,9.68,9.68,0.0
SRACU,10.0,10.0,0.0
IMVTU,20.54,20.54,0.0
DRADP,5.49,5.49,0.0
LATNU,10.07,10.07,0.0
PTACW,0.75,0.75,0.0
NPAWW,0.6,0.6,0.0
FSRV,9.85,9.85,0.0
SAQN,9.95,9.95,0.0
SAQNW,0.56,0.56,0.0
PTACU,10.0,10.0,0.0
QK,12.55,12.55,0.0
GRNVR,0.18,0.18,0.0
GNRSU,9.85,9.85,0.0
DFBH,0.0,0.0,0
LFACW,0.28,0.28,0.0
DFBHW,0.0,0.0,0
CPAAW,1.2,1.2,0.0
ROSEW,0.02,0.02,0.0
DDMXW,0.29,0.29,0.0
BSMN,24.8,24.8,0.0
CTACW,2.79,2.79,0.0
DDMXU,10.8,10.8,0.0
SMMCW,0.75,0.75,0.0
DISHV,2.76,2.76,0.0
ABEOW,0.0699,0.0699,0.0
DPHCW,0.74,0.74,0.0
TDACW,0.0446,0.0446,0.0
DRIOW,0.03,0.03,0.0
DEACW,6.27,6.27,0.0
NFINW,0.3,0.3,0.0
IEAWW,0.021,0.021,0.0
SLNOW,0.0,0.0,0
LOACW,0.07,0.07,0.0
TMCXU,0.0,0.0,0
TMCX,0.0,0.0,0
PHUNW,0.081,0.081,0.0
GRSHW,2.5,2.5,0.0
THCAW,0.29,0.29,0.0
POLY,0.0,0.0,0
TBLTU,0.91,0.91,0.0
APDNW,0.0,0.0,0
TMCXW,0.0,0.0,0
HSAC,13.88,13.88,0.0
OPESW,0.0697,0.0697,0.0
CRSAW,0.7,0.7,0.0
ATISW,0.04,0.04,0.0
EDTXW,0.58,0.58,0.0
JFKKR,0.32,0.32,0.0
MDGSW,0.26,0.26,0.0
AGBAR,0.1999,0.1999,0.0
ALGRW,0.0097,0.0097,0.0
TOTAW,0.05,0.05,0.0
ZNWAA,0.0,0.0,0
ALGRR,0.018,0.018,0.0
SAMAW,0.15,0.15,0.0
TBLTW,0.037,0.037,0.0
SNOAW,0.002,0.002,0.0
HCCHW,0.07,0.07,0.0
TZACW,0.08,0.08,0.0
BROGR,0.94,0.94,0.0
BROGU,12.64,12.64,0.0
TIBRW,0.72,0.72,0.0
HSACW,1.66,1.66,0.0
PAACW,0.05,0.05,0.0
HHHHR,0.38,0.38,0.0
ACTTW,0.65,0.65,0.0
ACAMW,0.47,0.47,0.0
EMMAW,0.0227,0.0227,0.0
CFFAW,0.4999,0.4999,0.0
CHEKW,0.0101,0.0101,0.0
FPAYW,4.45,4.45,0.0
FMCIW,0.26,0.26,0.0
INSUW,0.8,0.8,0.0
TKKSR,0.3947,0.3947,0.0
ZCZZT,1.0,1.0,0.0
ORSNR,0.22,0.22,0.0
ZJZZT,32.1,32.1,0.0
SSPKW,0.36,0.36,0.0
VERBW,0.31,0.31,0.0
BWMCW,0.8,0.8,0.0
TKKSW,0.08,0.08,0.0
BSMT,24.14,24.14,0.0
FLMNW,0.1042,0.1042,0.0
HSACU,16.5,16.5,0.0
PACQW,1.01,1.01,0.0
THBRW,0.8,0.8,0.0
ATEST-C,25.02,25.02,0.0
CCC-WS,0.0,0.0,0
NRCG,0.0,0.0,0
ATEST,27.52,27.52,0.0
SACC,20.5,20.5,0.0
MLSNT.PA,0.0,0.0,0
CBR.PA,150.0,150.0,0.0
PATBS.PA,0.01,0.01,0.0
OLGNV.PA,0.0,0.0,0
MLBAR.PA,7.65,7.65,0.0
FATBS.PA,4.0,4.0,0.0
MLPSH.PA,0.0,0.0,0
PABSB.PA,0.0001,0.0001,0.0
CUR.LS,0.0,0.0,0
ALIVA.PA,0.0,0.0,0
MLSKN.PA,59.4,59.4,0.0
BGHS.AS,0.0,0.0,0
MLSCH.PA,0.0,0.0,0
ALVIA.PA,16.9,16.9,0.0
MLSHD.PA,0.0,0.0,0
MBWSZ.PA,0.0,0.0,0
